Text,Sentiment (POS/NEG/NEU)
mein sirf aik aur toyota khareedon ga jo sirf California ke zareya tey shuda hogi,Positive
duniya bhar mein hydrogen eendhan wali garhiyon ke liye dhancha laane ke liye companiyon ke sath kaam karna shuru karen,Neutral
 gariyon ko 6 saal ke bachay ke cartoon jese kisi cheez mein tabdeel karne ki koshish karna chore den,Negative
"mujhe mustaqbil par taras aata hai ,",Negative
"yeh behtreen kirdaar ka andaaz hai ,",Positive
eendhan ke miyaar ko kam karne ke liye trump intizamia ka sath dena koi faateh nahi hai. mein toyota soch raha tha. ab aur nahi,Negative
 kya aap mujhe ye tohfa cday satke hain ?,Neutral
hum chahtay hain ke hum kar saken,Positive
yeh hamari sarkon par dekhnay ke liye tayyar hai,Positive
naam hi kaafi hai aapka,Positive
California mein gaari ke ikhraj ke khilaaf aap ki position neh lakhoon mumkina kharidaron ko herat zada kardiya .,Neutral
mein aap ke brand ka boycott karne ke khawahish mand logon ko rokkk nahi sakta hon .,Negative
hamein batayen ke aap kab ye cheez tayyar karne mein wapas ayen ge .,Neutral
aap neh usool k mutabik trump ka sath kyun diya? bakwaaz,Negative
"mein neh toyota ki 9 gariyaan kharidi hain aur mein aik aur kharidne hi wala tha. ho sakta hai ke aap ko parwah nah ho, lekin mein is waqt taq dosra toyota nahi khareedon ga jab taq ke aap sakht ikhraj ke miyaar ko barqarar nah rakhen .",Negative
"aik baar phir, afsos ki baat hai ke aap White House mein ab taq ke sab se barray badmaash ka sath day rahay hain aur trmp ki poori intizamia ki terhan laalchi ka muzahira kar rahay hain. sharamnaak !",Negative
toyota saaf suthra miyaar ke khilaaf kyun hai aur trmp intizamia ki bud unwani ka sath day raha hai ?,Negative
aap ko dar hai ke toyota ke barey mein kuch bura bhi kar satke hain .,Negative
 mein kabhi bhi dosra toyota nahi khareedon ga .,Negative
 mein yaqeen karta hon ke mein wahid nahi hon ga. California neh kaha hai ke woh mazeed toyota gariyaan nahi khareedain ge .,Negative
toyota ki behtareen gariyon mein se aik hai. aur behtareen rang mein bhi .,Positive
yeh meri pasandeeda gari hai jo aap naay abhi banai hai !,Positive
"mein filhaal apne liye aik dhoandne ki koshish kar raha hon ,",Neutral
yeh banana aik khawab hoga. khobsorat car .,Positive
hamari khwahish hai ke aap ka khuwab poora ho aur aap ke suneney ke muntazir hain ham,Positive
"saadgi is ki behtareen! bas yeh mat bhoolna ke aap aaj ke maqam par kaisay puhanche, yeh aik umdah misaal hai .",Positive
usay toyota ke miyaar sports aur gaari chalanay mein tafreeh ​​ke sath khalis aur aasaan rakhen .,Neutral
"mein ne apni car sardiyoon mein dhaki hui hai, aik mah qabal sirf 200 kilometer chali ( asal engine ) tora tha .",Negative
"hum aap ke tasrat ko mad e nazar rakhtay hue khush hain, hum usay zehan mein rakhen ge !",Positive
yeh herat angaiz hai,Positive
ghorey ki raftaar taq thi speed .,Positive
mujhe bhi is genration car ke maalik honay ki khoshi hui hai .,Positive
is car ki handling ki khususiyaat na qabil yaqeen hain .,Positive
front or push kam se kam tha aur agar rear kabhi dheela toot jata hai to yeh bohat control mein rehta hai .,Positive
"agar driver ghabra kar is ka paon bahar nikala, ya car ko wahan se nikaal diya to is se qata nazar koi farq nahi parta hai .",Positive
behtareen gari sambhalne wali mere paas hai .,Positive
"aapka bohot acha zayega hai, kon jaanta hai ke mustaqbil kya ho sakta hai ?",Neutral
aik khuwab ki terhan aawazian haqeeqat par ayin,Positive
agar tyota barri Umar ki zehniat mein jasakay aur supra jaisay kuch pagal car bananay mein kuch khatrah mol le to woh zabrdast hoga,Neutral
bohot tezz umdah nazar anay wali car,Positive
is car ke baare mein kya kehna hai? yeh na qabil yaqeen hai. ,Positive
"mein w gariyan rakhta hon, mein apni kabhi farokht nahi karoon ga",Neutral
ham umeed karte hain ke aap ab bhi itna hi pyar karen ge jitna aap naay pehlay kya tha,Positive
"mein aur gaarhi, mere pedaishi din ki tareekh ke ain mutabiq barabar shareek hain",Positive
woh car registered thi mein aik tasweer post karoon ga lekin mein nahi kar sakta,Neutral
"hamein yeh sun kar khushi ho rahi hai ke aap naay apni sarkon ka lutaf uthaya ,",Positive
jab meine toyota ke liye kaam kya tha to un mein aik joray they. bohat ziyada power stearing aur ziyada taaqat ke sath dusri generation ko tarjeeh di. zabardast hai ye,Positive
toyota barah karam dobarah jaan se banana shuru karen. mein aap ko yaad karta hon !,Neutral
itni barri car. is saal ke liye herat angaiz design. ab bhi bohat jadeed lagta hai .,Positive
dekhen puraney wakt mein ziyada gariyon ki ahmiyat thi,Neutral
" toyota meri pasand ki behtareen car hai,  jo mein ne ab taq haasil ki hain un mein se,",Positive
" hissay haasil karne mein sirf mushkil ho rahi hai, yeh sharam ki baat hogi jab woh din aeye ga jab mujhe aik saada hissay ki wajah se usay sarrak se hatana parta hai .",Negative
lekin hum aap ki khushi ke khwahish mand hain,Positive
 tajweez ka shukriya. hum usay apni design team ke sath bhaij den ge,Positive
 aap ki raye dilchasp hai,Positive
mujhe apni car ki yaad aati hai.  meri zindagi ki sab se barri ghalti mein wapas bechdi usey,Neutral
khoobsurti ke muamlay mein koi bhi puranay gariyon ko maat nahi day ga,Positive
itni sharmindagi ke woh itnay sastay mein banaye gaye thay,Negative
 kya aap ishara kar rahay hain ke ye wapas aa raha hai? barah karam sports karen aur is terhan ki taamer ke liye dosray manufactures ke sath mazeed shiraakat daari nah karen .,Negative
kash hum sarrak par os car ke maalik ki tasaveer daikhthay,Neutral
" aik baar phir, aap mujhe is khoubsurti se maarna chahtay hain",Neutral
Ma sha Allah. Allah apko kamiyabi he kamiyabi atta fermaye ameen,Positive
mohabbat taiz karne ke liye dhool thi pagal,Neutral
" toyota, aap apna rasta kho baithy hain !",Negative
"koi bhi supraا nahi chahta tha ,",Negative
tezz transmishn marnay nah den !,Neutral
 yeh bohat achaa hoga agar aap ne usay saaf suthron ke liye aik option ke tor par paish kya .,Positive
 mujhe woh din yaad hain !,Neutral
 aik naya pasand karen ge lekin kya is mein wohi kirdaar hoga jo mera hi hai ?,Neutral
hamara khayaal hai ke aap kisi naye model se itnay hi khush hon ge,Neutral
aap apne dil ko gaari mein laatay ho aur usay apna banatay ho !,Positive
yeh aik v8 petrol land cruiser hai aur yeh herat angaiz hadd taq or mushkil hi hai lekin kash is ke samnay thos jawab hota .,Neutral
waqai aik achi car yeh waqai hamesha ke liye zindah rehti hai !,Positive
mujhe intahi taseer ke sath saadgi pasand hai,Positive
yeh sun kar hum bohat khush hain,Positive
"jaissa ke woh kehte hain, ghaas hamesha sabz hota hai. . .",Positive
"hamaray model ki dasteyabi mulk ke lehaaz se mukhtalif hoti hai ,",Neutral
hamein yaqeen hai ke hamein har jagah kuch herat angaiz aap jese loug mil gaye hain .,Positive
aisi umdah jagah par akar bohot khush hon,Positive
 nayi prado kab jari ki gayi hai ?,Neutral
agar aap kisi jungle mein jana chahtay hain to land rvor len. agar aap dobarah bahar aana chahtay hain to land cruiser len .,Neutral
"ab bhi umeed hai, hum umeed karte hain ke aap ke khuwab poooray hon ge",Positive
"aap ko sabar karna hoga, ho sakta hai ke aik din yeh dastyab hojaye. .. raabtey mein rahen",Positive
"kya toyota kabhi purana bananay par ghhor kere ga, pehle aik herat angaiz kamyabi thi",Neutral
kash woh usay Pakistan mein beech dete,Neutral
"aik khuwahish meri poori terhan khidmat kere gi khobsorat, kamyab gaari",Positive
woh bohat kam cars hain. aik azmaane ki zaroorat hai,Neutral
kya yeh model Pakistan mein dastyab hai ?,Neutral
khobsorat shakal aur nazar anay wala yeh corolla mustaqbil mein aik lamba safar tey kere ga,Positive
aap log apne sarfeen ki baat kyun nahi suntay aur hamein apni cars kyun nahi laatay !,Negative
aap jantay hain ke 70 ki series wali land cruiser jeep ko un ke paison ke liye aik haqeeqi dau day ga .,Neutral
"mujhe iska naya design pasand hai ,",Positive
toyota theek kar raha hai,Positive
kya yeh hybrid gaari wagon hai? usay Pakistan layein,Neutral
dekha toyota ne California se mutaliq aloodgi ka sath dainay ka faisla kya. hum aap se kharidari nahi karen ge .,Negative
hamein behtar karne ki zaroorat hai aur is mein aap bhi shaamil hain !,Positive
agar aap dusron se sikhte hain aur apne ilm ke sath mil jatay hain to yeh toyota company ki terhan achi kamyabi ban jati hai,Positive
dash boards mein kaam karne ki zaroorat hai,Negative
yeh kisi bhi meyaad ke sath mehfooz nahi hona chahiye!,Neutral
 shukriya toyota apka muqaabla kaisay kar saktay hain .,Positive
"ab mere paas do toyota hain,  mujhe umeed hai ke toyota mustaqbil ke liye hoga, hamaray khilaaf nahi. waqai, tum kaisay ho saktay ho ?",Neutral
aisa lagta hai jaisay is robot se mazoor afraad ki naqal o harkat ki jasakti hai .,Neutral
 hamein yeh sun kar bohat afsos hwa! hum kyun pooch satke hain,Negative
"mein sirf toyota ko ye batanachahta hon, kuch hafton qabal mein apne drive way mein apne truck ko start karne gaya tha, aur  2014 ke tundra mein is k engine se khofnak shore suna tha .",Negative
" truck ko of kardiya, usay dobarah shuru karne gaya aur kuch bhi nahi, wo ek khilony jesa hogaya",Negative
hamein sarfeen ke taawun se aap ke kharab tajarbaat ke baray mein sun kar afsos hai .,Neutral
barah karam apne muqami toyota dealer par shikayat darj karen .,Neutral
 hum umeed karte hain ke yeh masla aap ke itminan ke mutabiq hal hojaye ga .,Positive
hum aap ki raye ko sanjeedgi se letay hain aur aap ke tasurat ka shukriya .,Positive
 kya hum designer non programmer mulazmat haasil karne jarahay hain jo is ke sath hai ?,Neutral
"kya aap taraqqi Yafta mumalik,  ki naqal par tavajja markooz kar rahay hain ?",Neutral
"jab bhi mein kuch karne mein acha nazar anay ki koshish karta hon, haemsha gaarhi mein maar kha jata hun",Negative
hybrid mustaqbil hai! achi gaari hai,Positive
samnay ki nazar bohat achi aur phir side view camera ki terhan nazar aati hai,Positive
kamaal ka tasawwur! ! lagta hai bohat sportive! ! acha aur saaf suthra kaam !,Positive
mujhe toyota cars pasand hain kyun ke mere ghar mein bht hain aur is mein bohat khoobiyan hain lehaza toyota hamesha kuch naya karta hai. . .,Positive
bohat acha lagti hai ke products model aik hi ya is se behtar nazar aeye ga,Positive
khobsorat car. mujhe waqai mein andar aur bahar ls ki mamaslat pasand hai .,Positive
yeh car sirf California k ilawa konsi reyaston mein kab dastyab hogi ?,Neutral
"blue trend kar raha hai, taham andar se ziyada roshan hona chahiye",Negative
"andar ka rang bura tha ya kuch aur hona chahiye, yeh bohat andhera lagta hai .",Negative
 ghhor kiijiye agar yeh neelay rang ke rangdaar windows ke sath hota,Neutral
kya yeh toyotas pehli mukammal electric hai? nisan ka muqaabla karne wale hain,Neutral
"is khail se pyar karen, kash mein dobarah khail sakta",Neutral
dhoop ko pakro aur sarrak se lutaf uthayen !,Positive
shukriya ke mein ne aaj subah dhoop mein liya aur mein aap ka bhi itna hi behtareen khwahish mand hon,Positive
yeh lajawab hain .,Positive
mein up grade dekh kar bohat pur josh hon .,Positive
 bohat buri baat hai ke mein ne apne aap ko 2015 mein tundra khareeda tha aur meri biwi 2017 mein fortuner thi ,Negative
jo khuwab mein ne hamesha pounchanay ki koshish ki hai woh ruka nahi kere ga mein jari rakhu ga,Positive
meri fortuner mera khawab hai. mujhe barri cars pasand hain! toyota behtareen hain !,Positive
har jagah chal sakti hai ye,Positive
"yakeeni tor par, jo bhi mausam is par pheink deta hai is se lutaf andoz hota hai",Positive
aap ko mutahidda mein un ki ziyada marketing karne ki zaroorat hai! kahin ziyada Alla masnoaat ke liye sales ki tadaad mayoos kun hai !,Negative
mein aik naya kharch bardasht nahi karsaktha aur inhen istemaal karna talaash karna asan nahi hai .,Negative
azeem hain wo log jinhon ne isey banaya,Positive
" aik jagah par taaqat,  aur khobsorat andaaz ka imtezaaj hai .",Positive
ye hoga mera agla hadaf Insha Allah,Positive
aik umdah safar chahta hun is gaari mein,Positive
sab mehengi cheezein lagi hui hain,Negative
kya koi naya model samnay araha hai ?,Neutral
82. mein –apne 13 saal puranay land krozr ki aik tasweer share karna chahta tha jo land rover magazine mein tha lekin nahi dekh sakta kaisay kya jaye .,Neutral
toyota sarkon par mazbooti se qadam rakhta hai aur aap ko Aram da safar faraham karta hai. shukriya,Positive
 kash mere paas is ke liye kaafi raqam ho. mujhe 2019 ke liye hal karna parega,Neutral
"apni behtar gaari ke barey mein soch bhi nahi sakta, yeh sun kar mujhe khauf taari hota hai ke toyota v8 option ke zareya inhen banana chore day ga .",Neutral
is se mayoosi hui ke toyota naay gas ki karkardagi ke miyaar ko wapas karne mein inkar kardiya,Negative
" mujhe hamesha toyota ka maalik ban'nay par fakhr raha hai, lekin ab nahi .",Negative
qabil qubool aur apni qeematon par qaim raho .,Positive
samandar kinarey mein apne behtareen dost ke sath aik din se lutaf andoz hon,Positive
mein toyota se mohabbat karta hon,Positive
"aap jaisay hamaray sarfeen aur madahon ki pehchan aur himayat hamein hamesha se agay jane ki targheeb deti hai ,",Positive
technology aur design aur raahat ke sath apni gariyaan behtar banana .,Positive
"hamein aap ki tareef se aizaz mehsoos hota hai ,",Positive
aap dono herat angaiz khobsorat lag rahay hain,Positive
mein aik behtareen dost banana chahta hon. aur is ka naam toyota hai,Positive
land cruiser aik mushkil sarrak wali gaari hai. behtreen chalti hai,Positive
2 saal se bhi kam arsay mein 8 brand ki nai battery ki tabdeeli ke baad bhi gaari theek se chal hi nahi rahi hai.,Negative
 to aap ye kab jaari kar rahy hain?,Neutral
hamein sirf gas engine bhejen. abhi bhi intzaar kar raha hon,Negative
"toyota drive ka khawab hai, duniya mein pehlay number par hai ye",Positive
corolla ke sath bhi mukhtasir safar mazay ka hai !,Positive
abhi aik nayi gaari khareed laya hun! kaafi herat angaiz hai !,Positive
 engine kitni taizi se garam hota hai,Negative
kuch arsa pehlay hum ne socha tha ke ye mustaqbil hai. ab mujhe yaqeen hai ke haal haazir hai aur ziyada se ziyada cheeze abhi anay hi wali hain .,Positive
mujhe apne toyota se pyar hai aur toyota ke sath mustaqbil ka muntazir hon,Positive
un cheezon ko behtar banayen  androoni plastic mein behtari le ayen,Negative
 car mein behtar izafi tahaffuz hona chahye .,Neutral
bohat hi zabardast aur doosri cars se kahin ziyada takneeki .,Positive
kisi din is terhan ki car ko aazmana pasand karen .,Neutral
 Japan is khofnaak car se mutasir kar raha tha,Negative
mein kabhi bhi toyota ke ilawa kisi aur cheez ka maalik nahi banon ga .,Positive
 un tasawwur karon ko farokht karne se inkaar karte hain ye sirf dikhaney k liye hain,Negative
yeh aik mazaaq aur gumraah kUn logon k liye hai .,Neutral
 yeh dilchasp hai ke aap ne usay dekha! ,Neutral
"yeh aik mobile store hai, yeh aik work space hai, jo bhi aap banatay hain wohi hai",Neutral
meri toyota ki battery 12 saal taq jari rahi aur ab bhi mazboot hai .,Positive
 bohat khushy hai ke mein ne apne 2016 mein dosri toyota khareedi,Positive
toyota yahan ki tareekh ke ghalat rukh par hai .,Negative
"lagta hai ke is gaari mein bohat se istemaal hotay hain, yeh music band ki naqal hamal ke tor par istemaal hosakti hai",Positive
 umeed hai ke boojh ko snbhalne ke liye kaafi taaqat hai is mein,Neutral
mein kuch din pehlay is ke barey mein soch raha tha,Neutral
herat angaiz sawari hogi ye ,Positive
 meri har waqt ki pasandeeda cars mein se aik,Positive
hum aap ke achay zayega se behas nahi kar satke .,Negative
 mein apne kuttay ko le jaoon ga. usay khuli hwa pasand hai,Positive
"aik achi drive par lainay ke liye,  aik azeem dost ka hona laazmi hai !",Positive
"mein khudgharz hon ga, aur akailey chlaon ga .",Negative
 hamein yeh sun kar khusi ho rahi hai ke aap kis model ko challatay hain ?,Positive
mein apne do bachon ko zabardast donuts se lutaf andoz karne le jaoon ga! ! ,Positive
aap is mein sawar kis ko len ge ?,Neutral
"Pakistan ki galiyo mein, ghuroob aftaab ke waqt, sahil ka safar karen !",Positive
yeh aap ke paas aik acha nazarah hai. is liye jao,Positive
har tarah ki sarhak k liye,Positive
"mujhe lagta hai ke mujhe seat se chipakna parre ga, bas pyaar se chalana hai !",Neutral
